Date,Month,Day,Year,Day_name,url,Warm_Up,A,B
2022-04-26,April,26,2022,Tuesday,https://www.crossfitinvictus.com/wod/April-26-2022-performance/,".
For the following, you will use one heavy kettlebell and one lighter kettlebell.
Two sets of:
Suitcase + Waiter’s Carry x 50 feet per side (heavy bell at your side, lighter bell held overhead)
Kettlebell Sumo Deadlift x 12-20 reps
Followed by…
Two sets of:
Jumping Chest-to-Bar Pull-up x 10
Kettlebell Swing x 15 reps
If you are curious about how to progress to better Chest-to-Bar Pull-ups or Butterfly Chest-to-Bar pull-ups, check out Coach Travis’ video
HERE
.
Then…","Every 2 minutes, for 16 minutes (8 sets):
Deadlift x 3 reps @ 85% of 1-RM","For time:
800 Meter Run
50 Chest-to-Bar Pull-Ups
800 Meter Run"
2022-04-27,April,27,2022,Wednesday,https://www.crossfitinvictus.com/wod/April-27-2022-performance/,".
Two sets of:
Row x 250 meters
Handstand Shoulder Tap
or Down Dog Shoulder Taps x 10
Followed by…
Two sets of:
Tall Box Jump x 6 (Jump as high as possible and land softly on the box. The jump is “tall,” not the box. We are priming aggressive hip extension)
Dive-Bomber Push-up
x 10
Then…","Every 90 seconds, for 15 minutes (10 sets):
Push Press + Power Jerk
*Sets 1-2 = 65-70% of 1-RM Push Press
*Sets 3-4 = 75-80%
*Sets 5-6 = 83-86%
*Sets 7-8 = 88-90%
*Sets 9-10 = 90+%","Complete as many rounds and reps as possible in 15 minutes of:
21 Calories of Rowing, Ski Erg or Assault Bike
15 Box Jumps (30″/24″ – jump up, step down)
9 Strict Handstand Push-Ups"
2022-04-28,April,28,2022,Thursday,https://www.crossfitinvictus.com/wod/April-28-2022-performance/,".
One set of:
“General Running Warm-up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward-facing throughout
Followed by…
Run x 400m, nasal breathing only
Followed by…
Two sets, perform set one on left (or weaker) side, then set two on right (or stronger) side:
Single-Dumbbell Front Rack Reverse Lunge x 5
Single-Dumbbell Front Squat x 5
Single-Dumbbell Push-Press x 5
Single-Dumbbell Thruster x 5
Burpee x 5
Then…","“Helton”
Three rounds for time of:
800 Meter Run
30 Dumbbell Squat Cleans (50/35 lb DBs)
30 Burpees
Compare results to October 20, 2021.",
2022-04-29,April,29,2022,Friday,https://www.crossfitinvictus.com/wod/April-29-2022-performance/,".
Three sets, increasing your pace on the bike as you go, of:
Assault Bike x 60 seconds
Single-under or Double-under x 45 seconds
Plank Hold x 30 seconds
Dumbbell Suitcase Deadlift x 15 seconds per side
Followed by…","Every minute, on the minute, for 30 minutes (6 sets) for max reps of:
Minute 1: 15-18/10-12 Calorie Bike or Row
Minute 2: 50 Double-Unders
Minute 3: 15 Toes to Bar
Minute 4: 60 seconds of Max Reps Alternating Dumbbell Snatches (50/35 lb DB)
Minute 5: Rest",
2022-04-30,April,30,2022,Saturday,https://www.crossfitinvictus.com/wod/April-30-2022-performance/,".
One set of:
Run x 400m, nasal breathing only
Followed by…
Two sets of:
Scapular Pull-up x 15
Shoulder Tap + Push-up x 10
Cossack Squat x 5 per side
Then…","In teams of two, alternating full rounds, complete as many rounds and reps as possible in 40 minutes of:
5 Strict Pull-Ups
10 Push-Ups
20 Air Squats
*Every 6 rounds (3 each teammate), teams must run 400 meters.",
2022-05-02,May,2,2022,Monday,https://www.crossfitinvictus.com/wod/May-2-2022-performance/,".
Two sets of:
Row x 250 meters
Kettlebell Kang Squat
x 10 reps
Prone PVC Pass-Through
x 10 reps
Followed by…
If moving on to cleans, perform
One set of:
“Hunter’s Clean Warm-up”
Clean Grip Romanian Deadlift x 5 reps
Clean Pull x 5 reps
Front Squat x 5 reps
Hang Clean & Push Press x 5
Clean & Push Jerk x 5
Power Clean & Push Jerk x 5
Clean & Jerk x 5
Then…",Take 20-24 minutes to build to today’s 1-RM Clean,"“2008 CrossFit Games Finale”
For time:
30 Squat Clean to Overhead (155/105 lbs)"
2022-05-03,May,3,2022,Tuesday,https://www.crossfitinvictus.com/wod/May-3-2022-performance/,".
One set of:
“Medball Squat Warm-up”
T-Spine Opener x 1 minute
Frog Rocks x 1 minute
Reverse Lunge with Medball Bear Hug x 10 (5 per side)
Cossack Squat with Medball Front Rack x 10 (5 per side)
Tempo Front Squat with Medball Front Rack x 5 @ 32X1 tempo
Followed by…
Two sets of:
Run 200m
Ski or Row 200m
Burpee x 3
Broad Jump x 3
Then…
Two rounds for time of:
400 Meter Run
500 Meter Ski Erg or Row
400 Meter Run
25 Burpee Broad Jumps (3′ minimum)
400 Meter Run
40 Wall Ball Shots (14/10 lbs)
400 Meter Run
500 Meter Row or Ski Erg
Time Cap = 40:00 – please adjust distances accordingly.
This is the final tune-up workout for the Invictus athletes who will be tackling Hyrox Los Angeles on Saturday! We will have an awesome group participating and having a great time. If you haven’t already registered, THERE IS STILL TIME TO DO SO! Please click
HERE
and enter the code INVICTUSATHLETELA for a 25% registration discount!",,
2022-05-04,May,4,2022,Wednesday,https://www.crossfitinvictus.com/wod/May-4-2022-performance/,".
Three sets of:
Assault Bike x 60 seconds
Kettlebell Suitcase Deadlift x 5
Kettlebell Suitcase Carry x 50 feet
Kettlebell Side Bend x 15
(Perform entire complex on right side, then switch sides before getting back on the bike for set two)
Followed by…","Every 2:30, for 15 minutes (6 sets) of:
Deadlift x 2 reps @ 88-92% of 1-RM","Against a 3-minute running clock…
30/22 Calories of Assault Bike
Max Reps of Double-Unders
Rest 3 minutes, and repeat for a total of 3 sets. Note the total number of double-unders completed in each set, and then sum them for your total score."
2022-05-05,May,5,2022,Thursday,https://www.crossfitinvictus.com/wod/May-5-2022-performance/,".
Two sets of:
Run x 200m
Dive-bomber Push-up
x 5
Passive Supinated Hang on Bar x 30 seconds
Followed by…
Two sets of:
Single-Arm Dumbbell Push-Press x 5 reps, right, then left
Dumbbell Waiter’s Carry x 50ft per arm, right, then left
Broad Jump x 5
Then…","Every 90 seconds, for 3 minutes (2 sets):
Press from Split Jerk Position x 3-5 reps","Every 90 seconds, for 12 minutes (8 sets):
Power Jerk + Split Jerk
*Sets 1-2 = 55-60% of 1-RM of Power Jerk
*Sets 3-4 = 65-70%
*Sets 5-6 = 70-75%
*Sets 7-8 = 80-85%
C.
Five rounds for time:
400 Meter Run
8 Strict Pull-Ups
16 Push-Ups @ 10X1
(pause at full extension on each rep)"
2022-05-06,May,6,2022,Friday,https://www.crossfitinvictus.com/wod/May-6-2022-performance/,".
Two sets of:
Dumbbell Suitcase Carry x 50 feet per arm
Front Foot Elevated Split Squat
x 10 per leg
(may perform split squats unloaded or with one dumbbell held by both heads, in front rack position)
Followed by…
Two sets of:
“Dumbbell Front Squat Warm-up”
Squeeze Dumbbell Reverse Lunge x 10 reps
Squeeze Dumbbell Front Squat x 5 reps
Single-Arm Dumbbell Push Press x 5 reps per side
Single-Arm Thruster x 5 reps per side
Then…","Every 2 minutes, for 16 minutes (8 sets) of:
1 Front Squat @ 32X1 + 2 Front Squats @ 20X1
Start at 70-75% and build quickly to a load that will be challenging for at least 3-4 sets.","For time:
30 Dumbbell Thrusters (55/35 lb DBs)
30 Alternating Reverse Lunges with DB Farmer’s Carry
20 Dumbbell Thrusters
20 Alternating Reverse Lunges with DB Farmer’s Carry
10 Dumbbell Thrusters
10 Alternating Reverse Lunges with DB Farmer’s Carry"
2022-05-07,May,7,2022,Saturday,https://www.crossfitinvictus.com/wod/May-7-2022-performance/,".
One set of:
Assault Bike x 60 seconds nasal breathing only @70-75% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds, inhale in and out through mouth @ 90-95% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds nasal breathing only @70-75% effort
*The intention of this warm-up is to flush out some soreness from the week, while learning to use your breathing to ramp-up and ramp-down your intensity
Followed by…
Two sets of:
“Dumbbell Clean Warm-up”
Squeeze Dumbbell Romanian Deadlift x 8 reps
Single-Arm Dumbbell Hang Power Clean x 4 reps per side
Pause Push-Press x 4 reps per side
Then…
Complete as many rounds and reps as possible in 8 minutes of:
15 Calories of Rowing, Ski Erg or Assault Bike
12 Dumbbell Deadlifts
9 Dumbbell Hang Power Cleans
6 Dumbbell Push Presses
Rest 2 minutes, and when the running clock reaches 10:00…
Complete as many rounds and reps as possible in 8 minutes of:
15 Calories of Rowing, Ski Erg or Assault Bike
5 Dumbbell Devil’s Presses
Rest 2 minutes, and when the running clock reaches 20:00…
Complete as many rounds and reps as possible in 8 minutes of:
15 Calories of Rowing, Ski Erg or Assault Bike
12 Front-Racked Dumbbell Lunges
9 Dumbbell Push Presses",,
2022-05-09,May,9,2022,Monday,https://www.crossfitinvictus.com/wod/May-9-2022-performance/,".
Two sets of:
Cross-Bench Pull-over
x 8-10 reps, hold end range as desired
Frog Rocks or Frog Stretch
x 90 seconds
Followed by…
Two sets of:
Snatch-Grip, Behind the Neck Push-Press x 5
Barbell Overhead Reverse Lunge x 10 (5 per side, hold barbell with snatch grip)
Snatch-Grip Barbell Romanian Deadlift x 5
Then…","Every 2 minutes, for 16 minutes (8 sets):
Hang Snatch + Snatch + Tempo Overhead Squat @ 31X1","Every 4 minutes, for 16 minutes (4 sets) for times:
15/10 Calories of Assault Bike
12 Bar-Facing Burpees
9 Power Snatches (115/75 lbs)"
2022-05-10,May,10,2022,Tuesday,https://www.crossfitinvictus.com/wod/May-10-2022-performance/,".
Two sets of:
Scapular Push-up
(from elbows or hands) x 10
Batwing Extensions
x 5 reps
Followed by…
Two sets of:
“
Single-Ring Pulling Warm-up
”
Single-Arm Ring Row x 8 reps per arm @ 2112
Chest-to-Ring Hold x 30 seconds
Single-Ring Supinated Hang x 60 seconds
Then…","Four sets of:
Incline Press x 6-8 reps @ 21X1
(sit on the floor and place a med ball under shoulder blades to create an incline; use either a barbell or dumbbells)
Rest 45 seconds
Single-Arm Dumbbell Row x 6-8 reps each @ 21X1
Rest 45 seconds","Every 6 minutes, for 24 minutes (4 sets) for times of:
24/18 Calories of Rowing
12 Single-Arm Dumbbell Push Presses (50/35 lb DBs; hold non-working arm DB in front rack; 6 each arm)
12 Toes to Bar"
2022-05-11,May,11,2022,Wednesday,https://www.crossfitinvictus.com/wod/May-11-2022-performance/,".
Two sets of:
Single-Unders x 45 seconds
Deadbugs x 30 seconds
Passive Supinated Hang on Bar x 15 seconds
Followed by…
Two sets of:
“Plate Squat Warm-up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 3
Front Foot Elevated Split Split Squats x 8 per leg
Plate Elevated Cossack Squats x 8 per leg
Tempo Plate Squats x 3 reps @ 3311
Then…","Five sets of:
Front Squat x 3.2.1 reps
(perform 3 reps, rack the barbell and rest for 10-15 seconds, then perform 2 reps and rest for 10-15 seconds, then finish with a single)
Rest 2 minutes
Your goal should be to aim for 2-3 sets in which the first triple is challenging, and the single at the end is a fight.","Complete as many rounds and reps as possible in 12 minutes of:
40 Double-Unders
20 Walking Lunges with Kettlebell Farmer’s Carry (24/16 kg KBs)
10 Strict Pull-Ups"
2022-05-12,May,12,2022,Thursday,https://www.crossfitinvictus.com/wod/May-12-2022-performance/,".
Two sets of:
Suitcase + Waiter’s Carry x 50 feet per arm (Hold a heavy kettlebell by your side, and a lighter Kettlebell overhead)
Kettlebell Sumo Deadlift x 15-20 reps (use heavier kettlebell for these)
Followed by…
Three sets of:
“Depth Drop Series”
Depth Drop x 1
Depth Drop + Max Height Jump x 2
Depth Drop + Broad Jump x 3
Then…","Every 90 seconds for 9 minutes (6 sets):
Speed Deadlift
x 3 reps @ 65% or 1-RM
Reset the barbell every time on the floor…do not perform these touch and go.","In teams of two, alternating complete rounds, perform as many rounds and reps as possible in 24 minutes of:
25 Double Kettlebell Deadlifts (24/16 kg)
50-Foot Front-Racked Kettlebell Walking Lunges (24/16 kg)
100-Foot Double Kettlebell Overhead Carry (24/16 kg)
150-Foot Double Kettlebell Farmer’s Carry (24/16 kg)
If you don’t have a training partner for this session, use a 1:1 Work:Rest ratio – resting the length of time it took you to complete the preceding round."
2022-05-13,May,13,2022,Friday,https://www.crossfitinvictus.com/wod/May-13-2022-performance/,".
Every 2 minutes x 12 minutes (2 sets of each)
Station 1 – Row x 90 seconds
Station 2-
“Prone PVC Complex”
x 1 rep (Front body line x 10 seconds, Prone Pass-Through x 10 reps, Prone Behind the Neck Press x 5 reps)
Station 3- Hollow Hold x 30 seconds + Inchworm x 5 reps (walk hands as far as possible from feet while maintaining a hollow position)
Then…","Four rounds for time:
40/30 Calories of Assault Bike or Bike Erg
30 Box Step-Overs with Goblet Hold (24/16 kg)
20 Single-Kettlebell Thrusters (24/16 kg)
(hold the kettlebell with two hands on the horns)
10 Burpee Box Jump-Overs (24″/20″)
Time Cap = 40 minutes",
2022-05-14,May,14,2022,Saturday,https://www.crossfitinvictus.com/wod/May-14-2022-performance/,".
Three sets of:
Row x 250 meters
Supinated Hang on Pull-up Bar x 30 seconds
Kettlebell Cossack Squats x 6 per side
Handstand Hold on Wall or Down Dog Hold x 30 seconds
Then…","Three rounds for time:
1000 Meter Row
800 Meter Run
40 Alternating Pistols or Cossack Squats
20 Chest-to-Bar Pull-Ups
10 Strict Handstand Push-Ups",
2022-05-16,May,16,2022,Monday,https://www.crossfitinvictus.com/wod/May-16-2022-performance/,".
One set of:
Assault Bike x 60 seconds nasal breathing only @70-75% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds, inhale in and out through mouth @ 90-95% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds nasal breathing only @70-75% effort
*The intention of this warm-up is to get moving, while learning to use your breathing to ramp-up and ramp-down your intensity
Followed by…
Two sets of:
Heavy Dumbbell Suitcase Carry x 50 feet per side
Dumbbell Romanian Deadlift (hold the heads of the dumbbell) x 8-10 reps
Then…","Take 25-30 minutes to build to today’s 1-RM Deadlift
A training 1-RM is the weight you can move successfully without mechanical failure. If you begin to lose positioning or proper mechanics, terminate the set immediately.","Complete as many rounds and reps as possible in 8 minutes of:
8 Pull-Ups
8 Box Jumps (24″/20″; step down)
8 Alternating Dumbbell Snatches (50/35 lbs)"
2022-05-17,May,17,2022,Tuesday,https://www.crossfitinvictus.com/wod/May-17-2022-performance/,".
One set of:
Assault Bike x 90 seconds @ 70% effort
Plank Shoulder Taps
x 30 reps
Assault Bike x 60 seconds @ 80% effort
Dumbbell Waiter’s Carry x 100 feet per arm
Assault Bike x 30 seconds @ 90% effort
Broad Jump x 5 (take a moment between each jump to reset such that you can give full effort to each one)
Then…","Every 90 seconds, for 15 minutes (10 sets):
Power Jerk x 1 rep
Start at approximately 60% of your 1-RM and build to today’s heavy Power Jerk.","Two sets for max reps of:
3 Minutes of Assault Bike for Calories
2 Minutes of Strict Handstand Push-Ups
1 Minute of Chest-to-Bar Pull-Ups
Rest 3 minutes"
2022-05-18,May,18,2022,Wednesday,https://www.crossfitinvictus.com/wod/May-18-2022-performance/,".
Three sets, increasing your pace as you work, of:
Run x 150-200 meters
Slider Seal Walk
x 50 feet (25 forward, 25 backward)
Row x 8-10 Calories
(As you increase your pace, put your focus on staying tight and controlled through the seal walk. We are practicing for the same concept when you get to the wall walks in today’s workout)
Then…","Against an 8-minute running clock…
400 Meter Run
4 Wall Walks
400 Meter Run
8 Burpees Over the Erg
Max Calories of Rowing
Rest 2 minutes, and repeat for a total of four (4) sets. Note calories for each set, then sum them up for your overall score.",
2022-05-19,May,19,2022,Thursday,https://www.crossfitinvictus.com/wod/May-19-2022-performance/,".
Two sets of:
Cross-Bench Pull-over
x 8-10 reps, hold end range as desired
Frog Rocks or Frog Stretch
x 90 seconds
Followed by…
Two sets of:
“Depth Drop Series”
Depth Drop x 1
Depth Drop + Max Height Jump x 2
Depth Drop + Broad Jump x 3
Barbell Back Rack or Barbell Snatch Grip Overhead Reverse Lunge x 10 (5 per side)
Then…","Every 2:30, for 15 minutes (6 sets):
Hang Power Snatch + Power Snatch + 2 Tempo Overhead Squats @ 31X1
Similar to last week, focus on stability and balanced weight distribution through the foot on the tempo overhead squats.","Three rounds for time of:
10 Snatches (135/95 lbs)
15 Toes to Bar"
2022-05-20,May,20,2022,Friday,https://www.crossfitinvictus.com/wod/May-20-2022-performance/,".
Two sets of:
Long Lunge Hold
x 20 seconds per side
Dumbbell Romanian Deadlift x 8-10 reps (two dumbbells, held by the side)
Followed by…
Two sets of:
Row x 250 meters
Single-Arm Dumbbell Push Press x 5 + 50 foot Waiter’s Carry per side
Then…","Three sets of:
Front-Racked Barbell Split Squats x 4-5 reps each @ 4211
Rest 60 seconds
Rear-Foot Elevated Dumbbell Romanian Deadlift x 4-5 reps each @ 6011
Rest 60 seconds
For the split squats, allow the knee to drive forward of the toes, such that your hamstring is resting atop your calf…but keep your full foot on the ground. We’re working on mobility as well as quad strength. For the romanian deadlifts, you’ll set-up just like a Bulgarian Split Squat, but keep only a slight bend in the knee and reach down to perform a romanian deadlift.","For time:
1000 Meter Row
50 Thrusters (95/65 lbs)"
